sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_276	15594693	2887906	4043069	4620650	60068449	22525668	1732744	33499712	23103250	6353394	5198231	2310325	4043069	55447799	2887906	35232456	41585849	0	4043069	2887906	7508556	3465487	15017112	1732744	1155162	53137474	34654874	2310325	21370506	18482600	5198231	17327437	577581	3465487	20792925	2310325	0	1732744	0	27723899	53137474	84326861	43318593	3465487	16749856	6353394	24835993	2310325	19060181	4043069	16749856	16749856	8086137	6353394	4620650	31189387	16172275	17327437	2310325	5198231	5198231	577581	3465487	2310325	56025380	17327437	5198231	8086137	4620650	6353394	10974044	4043069	577581	18482600	577581	47361662	27146318	4620650	24835993	15017112	35810037	6353394	5775812	0	2310325	36387618	57180543	38120362	0	11551625	27723899	15594693	12706787	6353394	14439531	5198231	3465487	9818881	32922131	577581	10396462	4043069	3465487	4043069	30611806	3465487	5198231	15594693	2887906	1155162	3465487	12129206	7508556	45628918	5775812	5775812	4620650	16749856	70464911	4620650	577581	577581	577581	4043069	20792925	12706787	577581	3465487	8663719	33499712	9241300	7508556	19637762	14439531	9818881	38120362	56602961	19637762	13284368	4043069	4043069	125912710	2310325	2887906	24258412	4620650	8663719	62378774	5775812	6353394	90102673	95878486	41585849	55447799	18482600	51982311	31766968	10396462	3465487	4620650	14439531	34077293	0	23103250	2887906	1732744	7508556	15017112	1155162	4043069	6353394	17905018	56602961	33499712	2887906	7508556	7508556	29456643	1155162	9241300	10974044	5775812	5775812	14439531	16749856	11551625	2310325	1732744	15594693	1732744	1732744	10396462	17905018	2887906	7508556	577581	6930975	69887330	17905018	19060181
taxon_69	27	5	7	7	4	17	15	18	25	26	1	1	2	21	1	46	11	4	0	2	28	2	7	17	2	29	33	0	59	16	6	22	1	0	13	0	3	2	0	3	9	40	7	0	17	7	18	2	10	1	3	5	2	3	5	31	34	13	6	13	6	0	4	2	4	6	0	2	1	8	10	8	4	5	6	16	25	3	13	1	12	8	8	10	1	16	26	18	7	23	13	12	21	2	2	1	2	3	17	1	13	3	8	0	12	3	32	39	2	1	2	34	5	20	11	9	7	8	6	9	6	3	5	4	73	26	1	2	5	8	5	0	17	2	8	2	16	15	3	1	4	42	4	2	16	8	9	15	4	3	17	13	40	6	12	10	23	5	3	2	7	20	0	8	1	1	8	12	2	9	12	11	37	15	5	2	9	18	1	18	13	2	5	18	2	15	5	1	18	2	0	1	37	0	3	0	3	43	14	8
taxon_277	116601406	155468542	111743014	204052461	206481657	48583919	157897738	148180954	187048089	274499144	111743014	189477285	87451055	97167839	208910853	167614522	97167839	99597035	174902110	303649496	252636380	126318190	187048089	92309447	204052461	136034974	201623265	177331305	182189697	89880251	114172210	320653867	170043718	191906481	165185326	80163467	136034974	65588291	184618893	136034974	131176582	121459798	391100550	272069948	461547233	131176582	199194069	170043718	204052461	111743014	97167839	221056833	264782360	199194069	72875879	155468542	196764873	165185326	126318190	252636380	228344421	211340049	172472914	60729899	155468542	230773617	63159095	225915225	296361908	194335677	85021859	92309447	104455427	153039346	160326934	153039346	529564720	94738643	17004372	187048089	308507888	131176582	252636380	138464170	153039346	191906481	318224671	196764873	65588291	330370651	89880251	228344421	87451055	89880251	46154723	143322562	75305075	165185326	216198441	89880251	114172210	218627637	208910853	276928340	63159095	252636380	298791104	286645124	301220300	320653867	289074320	119030602	160326934	111743014	301220300	206481657	94738643	284215928	119030602	157897738	602440599	160326934	327941455	199194069	148180954	228344421	221056833	140893366	196764873	349804219	102026231	230773617	327941455	274499144	150610150	116601406	184618893	233202813	354662611	179760501	89880251	82592663	189477285	85021859	116601406	119030602	272069948	257494772	235632009	153039346	109313818	70446683	102026231	31579548	252636380	240490401	68017487	223486029	165185326	150610150	116601406	65588291	259923968	131176582	196764873	184618893	60729899	53442311	114172210	289074320	381383767	133605778	160326934	366808591	51013115	109313818	80163467	89880251	337658239	143322562	223486029	182189697	514989545	48583919	539281504	155468542	167614522	46154723	182189697	123888994	58300703	245348793	172472914	121459798	255065576	99597035	342516631	238061205	126318190	85021859
taxon_106	27935566	1948993	1299329	1299329	33132880	22738251	1299329	27285901	13642951	16891272	1299329	4547650	1948993	1948993	0	25336908	0	1948993	1299329	2598657	27935566	2598657	1948993	3248322	3248322	649664	0	649664	24037580	1299329	649664	8445636	649664	1948993	649664	649664	649664	3248322	0	4547650	14942279	59119453	35731537	2598657	6496643	649664	27285901	649664	18840265	649664	1948993	5846979	17540937	1299329	5197315	12343622	21438922	56520795	649664	0	1299329	1948993	2598657	649664	6496643	5197315	1299329	3897986	649664	649664	2598657	3897986	4547650	3897986	649664	34432209	22088587	0	12343622	7795972	7795972	649664	3897986	4547650	0	50024152	27935566	1299329	2598657	5846979	35731537	3248322	21438922	5846979	7146307	2598657	0	7795972	14942279	1948993	21438922	0	5197315	0	3248322	0	32483216	32483216	649664	3248322	2598657	11693958	0	11044293	3248322	3248322	1299329	14942279	16241608	3248322	1948993	3897986	0	1299329	11044293	10394629	0	649664	5846979	25986573	8445636	3897986	4547650	4547650	649664	5846979	60418781	1948993	1948993	649664	1948993	24687244	3248322	649664	24687244	14292615	0	18190601	1299329	4547650	45476502	17540937	50673817	5197315	28585230	2598657	18190601	6496643	0	8445636	25986573	25986573	0	10394629	1299329	1948993	4547650	3897986	3897986	1299329	2598657	14292615	23387915	27285901	649664	18840265	0	18840265	0	27935566	11044293	3897986	3248322	20789258	4547650	11693958	11044293	1299329	6496643	0	1299329	0	15591944	649664	3897986	1299329	3248322	22088587	5197315	4547650
taxon_271	28723593	911860	1367790	5471161	32371033	5927091	4103370	9574531	3191510	11854181	2735580	3191510	2279650	16869412	4103370	8662671	7750811	3647440	0	4559300	25076153	1823720	7294881	911860	2735580	12766041	15045692	5471161	2735580	11854181	1823720	17781272	3191510	1367790	5927091	8206741	2279650	1367790	2279650	6838951	8206741	24164292	9118601	8206741	20060922	0	12310111	2279650	47416725	3191510	7294881	2735580	10030461	911860	3191510	24164292	7750811	20060922	3647440	10942321	911860	3191510	3191510	2279650	5015231	5471161	1823720	5471161	0	26899873	2735580	4103370	2279650	24164292	911860	10486391	27355803	6383021	15501622	1823720	9574531	5927091	455930	911860	0	31003243	13221971	8206741	911860	8662671	11854181	3191510	6838951	16869412	13221971	1823720	7294881	2735580	23252432	911860	20972782	1367790	5471161	2735580	4559300	5015231	9118601	9574531	0	4103370	5015231	9118601	911860	5471161	3647440	6838951	3647440	8206741	9118601	1367790	1823720	2279650	911860	3647440	6838951	6838951	911860	4103370	9118601	24620222	0	2279650	4103370	7750811	11854181	10030461	5927091	29635453	12310111	455930	0	19149062	6838951	455930	25988013	5927091	2735580	20972782	4559300	5927091	8206741	8662671	4103370	9118601	5015231	10486391	17325342	11854181	5471161	0	6838951	1823720	0	6383021	911860	2279650	0	5471161	1367790	22340572	2735580	8206741	11398251	6383021	1367790	455930	17781272	3191510	1367790	27355803	10942321	2735580	5927091	13677901	17781272	10486391	7294881	1823720	455930	455930	2735580	1823720	3191510	1823720	1823720	1367790	10486391	40121844	13677901	5471161
taxon_114	5136604	1510766	2719378	3927991	37769143	9971054	3323685	15107657	23265792	16920576	3927991	2115072	0	11179666	4834450	25985171	20244261	604306	906459	2115072	38373450	6949522	20244261	302153	0	20546414	9366748	3927991	3625838	10273207	4532297	20546414	2115072	302153	4532297	3021531	6647369	604306	4230144	28402396	18129189	9668901	9064594	2417225	22963639	3625838	13899045	2417225	10877513	6949522	7855982	3323685	8158135	1510766	604306	20546414	18129189	3625838	1812919	16618423	3625838	1208613	1812919	1208613	16316270	9064594	3323685	3323685	4834450	9971054	12086126	3927991	3625838	7251676	302153	38373450	16014117	302153	29913162	3927991	3927991	3927991	1510766	3927991	604306	18431342	7553829	1812919	1208613	26287324	17827036	15409811	9366748	8460288	10575360	1510766	2719378	6647369	47438044	3323685	3323685	1510766	604306	9064594	25985171	4834450	8158135	6043063	0	0	6345216	11179666	604306	49553116	2115072	16316270	906459	11783973	12388279	7855982	604306	1812919	604306	8460288	25380864	11783973	1208613	8158135	604306	11481820	9366748	4834450	24474405	4230144	3021531	4532297	15711964	17827036	5136604	2719378	6949522	32028234	10273207	1812919	16316270	1510766	302153	16316270	4834450	0	25985171	9668901	10877513	19337801	16920576	2115072	56200486	10273207	9366748	3625838	8762441	26589477	2115072	17222729	2417225	1510766	2115072	8158135	1510766	8158135	7251676	8460288	7251676	12086126	0	906459	13596892	7251676	0	17524883	8762441	3021531	5136604	11783973	6647369	8158135	10877513	2115072	19035648	4834450	3927991	604306	14503351	5136604	906459	1208613	1510766	36560531	12086126	19639955
taxon_15	4902937	2042891	612867	6332961	23288952	6332961	1430023	30030491	15730257	10214453	1225734	612867	1225734	3677203	204289	14708812	7354406	0	612867	1225734	14708812	2451469	3881492	0	612867	13074499	2247180	204289	6128672	204289	3677203	14300234	3064336	1430023	12665921	1430023	817156	612867	1430023	3881492	27783311	21041773	9601586	612867	2247180	408578	8988718	408578	8171562	817156	1838601	4902937	1430023	2860047	2860047	4698648	5515804	21450351	2247180	3268625	0	1634312	3064336	1838601	4902937	18794593	3472914	3881492	2042891	6332961	14913101	1225734	3268625	9805875	1430023	13074499	7354406	408578	2247180	5924383	8375851	1838601	2451469	817156	612867	4290070	30030491	408578	0	4698648	14913101	3268625	8784429	18794593	5107226	1021445	612867	2247180	4902937	1021445	10010164	0	4085781	1838601	1634312	1430023	23901819	30643358	0	2451469	817156	2655758	0	7967273	2860047	14913101	11644476	6741539	3472914	2042891	2247180	1021445	408578	1634312	10623031	39632076	3268625	3268625	1838601	9397296	2860047	817156	4085781	0	3677203	12870210	18590304	17773148	10418742	0	612867	7762984	7150117	612867	43717858	25127554	817156	12870210	4494359	3677203	25536132	817156	7762984	4494359	31460514	817156	21654640	9193007	2247180	612867	7354406	32073381	0	19816038	0	2042891	0	9193007	204289	17364570	2247180	5924383	11031609	11644476	612867	3881492	9601586	11031609	204289	4290070	18794593	5720094	2451469	17977437	12461632	10418742	1021445	4290070	2655758	612867	0	0	7558695	612867	0	0	2451469	38610631	4698648	24923265
taxon_290	399875333	171876240	45599819	185906953	242029807	364798549	45599819	617351391	63138210	175383918	28061427	24553749	42092140	473536578	7015357	182399275	0	35076784	10523035	49107497	52615175	59630532	298152660	94707316	7015357	59630532	17538392	35076784	140307134	73661246	45599819	1781900606	66645889	35076784	655935853	175383918	7015357	91199637	28061427	603320678	217476058	1294333314	354275514	7015357	277106590	115753386	70153567	24553749	1245225817	24553749	80676602	101722672	14030713	98214994	115753386	185906953	122768743	340244801	28061427	73661246	56122854	0	56122854	45599819	501598005	203445345	28061427	98214994	192922310	94707316	950580835	80676602	143814813	0	21046070	140307134	669966567	63138210	105230351	108738029	648920496	171876240	3507678	31569105	21046070	512121040	329721766	112245707	73661246	119261064	105230351	396367655	66645889	161353205	31569105	38584462	3507678	31569105	277106590	3507678	371813906	42092140	7015357	168368561	101722672	3507678	161353205	382336941	14030713	10523035	28061427	252552842	7015357	273598912	196429988	831319771	45599819	364798549	80676602	115753386	101722672	17538392	0	56122854	845350484	876919590	42092140	108738029	35076784	578766929	280614269	3507678	357783193	38584462	620859070	385844619	705043350	224491415	175383918	14030713	10523035	392859976	108738029	3507678	747135490	66645889	31569105	589289964	63138210	91199637	996180654	606828356	101722672	3507678	242029807	63138210	252552842	904981017	164860883	42092140	101722672	683997280	87691959	445475152	17538392	10523035	105230351	448982830	56122854	455998187	31569105	115753386	203445345	199937666	56122854	63138210	87691959	77168924	3507678	1136487788	196429988	28061427	35076784	396367655	473536578	620859070	21046070	35076784	473536578	45599819	3507678	35076784	168368561	63138210	52615175	59630532	28061427	505105684	31569105	242029807
taxon_135	125104	7582	3791	79611	94775	117521	37910	113730	109939	113730	3791	3791	7582	79611	15164	72029	0	15164	18955	11373	98566	26537	53074	0	15164	106148	64447	11373	56865	117521	7582	109939	3791	45492	121312	3791	0	34119	0	30328	60656	117521	155432	11373	72029	18955	75820	18955	56865	0	18955	26537	30328	34119	49283	94775	53074	94775	7582	18955	3791	0	11373	7582	113730	22746	11373	18955	7582	132686	128895	18955	34119	125104	7582	159223	136477	11373	37910	30328	200924	30328	3791	0	34119	151641	56865	18955	7582	87193	83402	41701	18955	22746	45492	7582	7582	7582	75820	15164	102357	3791	37910	11373	7582	7582	109939	102357	34119	0	3791	102357	0	49283	15164	147850	49283	45492	106148	53074	7582	3791	3791	22746	90984	56865	53074	18955	7582	117521	60656	7582	64447	18955	94775	49283	193342	45492	26537	22746	3791	0	15164	3791	34119	49283	22746	72029	11373	11373	34119	109939	30328	106148	219879	68238	22746	163014	11373	18955	45492	128895	3791	56865	3791	7582	18955	72029	7582	106148	15164	7582	37910	64447	18955	64447	26537	15164	3791	144059	26537	11373	26537	219879	113730	15164	34119	11373	117521	7582	3791	7582	45492	3791	37910	3791	18955	166805	64447	49283
taxon_187	5593	1052	335	1578	2390	1530	2008	6741	1912	4064	335	526	526	2725	908	3107	2534	287	287	574	1386	526	1578	956	287	669	1434	1386	2534	1864	335	1482	717	861	2582	0	287	526	96	1243	6645	9179	6167	669	861	96	5785	1100	4542	526	3012	239	1147	1769	1386	2343	4494	5402	239	1052	478	1291	287	621	3107	430	908	478	430	765	2916	574	717	717	1291	3394	8127	48	2725	239	1578	717	239	1482	287	3107	4016	2725	96	2868	2916	3729	3060	4159	5498	335	239	239	11665	48	8701	191	1004	1004	717	1243	3777	3060	526	430	382	4924	861	6789	287	908	1673	3633	12477	765	813	143	478	765	5546	8079	956	287	430	7936	7362	430	1864	3060	3490	4733	5928	1195	1386	526	96	3155	1673	382	5928	1530	1434	4016	287	765	8271	2390	6980	765	5785	1386	3585	2773	143	1147	191	4064	287	3538	382	143	1100	1100	1386	2295	526	1291	7458	8892	2199	2008	669	3777	0	3107	2868	621	1195	2773	2343	4446	1864	1195	1243	287	191	430	5928	956	621	813	191	11569	526	5737
taxon_233	5329513	106590	213181	639542	2664757	2771347	532951	5329513	3304298	2984527	532951	213181	426361	2025215	213181	1918625	852722	0	213181	319771	2344986	532951	1705444	746132	0	959312	852722	319771	3837250	1172493	639542	3304298	959312	213181	3091118	0	746132	532951	0	1172493	2771347	10659027	2238396	106590	959312	213181	2664757	0	2451576	0	639542	852722	1065903	639542	746132	1172493	2025215	3943840	319771	319771	426361	213181	959312	213181	3304298	2558166	106590	532951	426361	213181	5009743	319771	532951	852722	319771	4476791	3730659	106590	1172493	746132	4157020	213181	532951	319771	0	6075645	2558166	1065903	532951	3304298	3304298	2771347	639542	1918625	746132	106590	106590	852722	3624069	426361	1172493	106590	213181	639542	959312	639542	2451576	4050430	639542	426361	0	2558166	0	3197708	319771	1918625	1705444	1492264	3091118	746132	532951	0	0	106590	5862465	5116333	639542	959312	532951	4050430	1279083	319771	2131805	1279083	532951	1065903	7141548	959312	746132	213181	426361	3730659	639542	0	3943840	532951	213181	3624069	532951	959312	4157020	2451576	3517479	639542	4796562	1385673	1279083	3730659	532951	746132	1812035	5222923	532951	1705444	213181	0	213181	959312	426361	1279083	639542	1279083	2771347	3197708	106590	639542	319771	2558166	0	3837250	2451576	213181	959312	3410889	2451576	2664757	1065903	213181	2238396	319771	106590	319771	4583381	426361	213181	213181	852722	6288826	852722	2238396
taxon_211	260529205	158178446	32566151	479187645	702498392	530363024	120959988	1149119886	632713783	181439982	102350759	65132301	125612295	362879964	134916910	488492259	214006133	27913843	116307681	79089223	274486127	120959988	214006133	227963054	18609229	400098422	330313813	79089223	665279934	158178446	55827687	455926109	102350759	139569217	172135368	97698452	27913843	55827687	9304614	130264602	655975320	1032812205	614104554	55827687	409403036	83741530	623409169	83741530	418707651	162830753	218658440	116307681	362879964	293095356	227963054	409403036	414055344	744369157	97698452	107003066	51175380	9304614	134916910	186092289	688541470	297747663	32566151	107003066	65132301	65132301	916504524	148873831	83741530	804849151	223310747	479187645	990941440	60479994	409403036	120959988	1349169097	190744596	51175380	37218458	18609229	488492259	469883030	460578416	214006133	972332211	753673771	153526139	167483060	162830753	176787675	37218458	37218458	13956922	302399970	27913843	265181512	46523072	107003066	269833819	604799940	223310747	1070030663	749021464	41870765	134916910	27913843	730412235	111655374	390793807	88393837	130264602	167483060	735064542	469883030	116307681	144221524	37218458	13956922	23261536	1451519856	437316880	107003066	134916910	102350759	911852217	414055344	55827687	1214252187	311704584	423359958	279138434	851372223	279138434	200049211	37218458	69784608	586190711	232615362	55827687	1172381422	288443048	60479994	321009199	27913843	93046145	1321255253	204701518	120959988	265181512	511753795	437316880	344270735	688541470	265181512	37218458	130264602	623409169	116307681	465230723	97698452	13956922	97698452	321009199	125612295	1000246055	172135368	451273801	865329145	437316880	55827687	190744596	120959988	609452247	0	428012265	446621494	111655374	241919976	1023507591	223310747	539667639	93046145	23261536	744369157	120959988	69784608	97698452	562929175	55827687	65132301	27913843	134916910	1539913693	88393837	334966121
taxon_86	80089619	14831411	0	32629104	88988466	35595386	14831411	80089619	154246674	35595386	5932564	5932564	5932564	11865129	0	5932564	8898847	5932564	5932564	2966282	32629104	26696540	8898847	11865129	11865129	44494233	14831411	5932564	68224490	8898847	2966282	59325644	0	2966282	26696540	2966282	0	23730258	0	2966282	44494233	177976932	53393080	5932564	41527951	0	56359362	5932564	11865129	0	5932564	62291926	8898847	2966282	17797693	65258208	32629104	47460515	0	2966282	0	0	14831411	2966282	11865129	17797693	11865129	8898847	2966282	17797693	44494233	2966282	20763975	2966282	14831411	186875778	41527951	2966282	17797693	65258208	50426797	14831411	8898847	11865129	0	38561669	14831411	0	5932564	86022184	47460515	14831411	8898847	8898847	8898847	0	0	17797693	32629104	14831411	0	0	20763975	8898847	2966282	2966282	74157055	53393080	8898847	0	0	80089619	0	50426797	11865129	56359362	32629104	62291926	106786159	20763975	0	0	0	2966282	41527951	83055901	26696540	5932564	5932564	91954748	47460515	2966282	32629104	0	14831411	5932564	127550134	26696540	11865129	0	5932564	8898847	23730258	0	14831411	29662822	2966282	23730258	0	0	88988466	17797693	17797693	14831411	228403729	20763975	35595386	100853595	2966282	0	23730258	77123337	11865129	0	0	2966282	2966282	2966282	0	41527951	0	0	29662822	53393080	23730258	23730258	0	2966282	0	47460515	38561669	5932564	26696540	50426797	91954748	17797693	0	20763975	62291926	0	0	17797693	23730258	2966282	20763975	8898847	2966282	133482699	88988466	29662822
